Date,Open,High,Low,Close,Change,order,RSI,EMA
"Jan 11, 2015",274.61,279.64,265.04,265.66,-3.38%,,34.00876734,293.2143922
"Jan 12, 2015",266.15,272.2,265.2,267.8,0.80%,,35.11779352,290.2244637
"Jan 13, 2015",267.39,268.28,219.91,225.86,-17.03%,,25.92302855,282.6521739
"Jan 14, 2015",223.89,223.89,171.51,178.1,-23.76%,,19.62237546,270.3519181
"Jan 15, 2015",176.9,229.07,176.9,209.84,16.40%,,31.53238987,263.2328689
"Jan 16, 2015",209.07,221.59,199.77,208.1,-0.83%,,31.25893959,256.746649
"Jan 17, 2015",207.83,211.73,194.88,199.26,-4.34%,,29.84297841,249.9835139
"Jan 18, 2015",200.05,218.69,194.51,210.34,5.41%,,33.88544434,245.3195711
"Jan 19, 2015",211.47,216.73,207.32,214.86,2.13%,,35.51774002,241.7360921
"Jan 20, 2015",212.91,215.24,205.15,211.31,-1.67%,,34.79122259,238.1565519
"Jan 21, 2015",211.38,227.79,211.21,226.9,7.12%,,40.54304932,236.8322516
"Jan 22, 2015",227.32,237.02,226.43,233.41,2.83%,,42.81149326,236.4296338
"Jan 23, 2015",233.52,234.84,225.2,232.88,-0.23%,,42.66876334,236.0120298
"Jan 24, 2015",232.7,248.21,230.02,247.85,6.23%,,47.94746549,237.4047322
"Jan 25, 2015",247.35,255.07,243.89,253.72,2.34%,,49.89557305,239.3241755
"Jan 26, 2015",254.08,309.38,254.08,273.47,7.50%,,55.87875841,243.3413313
"Jan 27, 2015",273.17,275.48,250.65,263.48,-3.72%,,52.46591265,245.7105864
"Jan 28, 2015",263.35,266.54,227.05,233.91,-11.90%,,43.91597474,244.3222822
"Jan 29, 2015",233.35,238.71,220.71,233.51,-0.17%,,43.81196553,243.050249
"Jan 30, 2015",232.77,242.85,225.84,226.43,-3.08%,,41.91951936,241.0949255
"Jan 31, 2015",226.44,233.5,216.31,217.46,-4.04%,,39.58648261,238.3143461
"Feb 01, 2015",216.87,231.57,212.01,226.97,4.28%,,43.19606114,236.9797171
"Feb 02, 2015",226.49,242.18,222.66,238.23,4.84%,,47.21727127,237.1268092
"Feb 03, 2015",237.45,245.96,224.48,227.27,-4.71%,,43.95553576,235.9671846
"Feb 04, 2015",227.51,230.06,221.11,226.85,-0.18%,,43.83058223,234.8945747
"Feb 05, 2015",227.66,239.41,214.72,217.11,-4.39%,,40.92509492,232.8022718
"Feb 06, 2015",216.92,230.51,216.23,222.27,2.35%,,43.07786836,231.563181
"Feb 07, 2015",222.63,230.3,222.61,227.75,2.44%,,45.35536812,231.1145714
"Feb 08, 2015",227.69,229.44,221.08,223.41,-1.92%,,43.85869572,230.2081513
"Feb 09, 2015",223.39,223.98,217.02,220.11,-1.49%,,42.70475582,229.0201335
"Feb 10, 2015",220.28,221.81,215.33,219.84,-0.12%,,42.6059841,227.9401178
"Feb 11, 2015",219.73,223.41,218.07,219.19,-0.30%,,42.35202441,226.9106921
"Feb 12, 2015",219.21,222.2,217.61,221.76,1.17%,,43.77893804,226.3047284
"Feb 13, 2015",221.97,240.26,221.26,235.43,5.98%,,50.76042594,227.3782897
"Feb 14, 2015",235.53,259.81,235.53,257.32,8.89%,,59.4451113,230.9008439
"Feb 15, 2015",257.51,265.61,227.68,234.82,-9.15%,,49.73501579,231.3619211
"Feb 16, 2015",234.82,239.52,229.02,233.84,-0.42%,,49.35684932,231.6534598
"Feb 17, 2015",233.42,245.78,232.31,243.61,4.09%,,53.17905548,233.0601116
"Feb 18, 2015",243.78,244.25,232.34,236.33,-3.03%,,50.14223857,233.4448043
"Feb 19, 2015",236.41,242.67,235.59,240.28,1.66%,,51.75216568,234.248945
"Feb 20, 2015",240.25,247.1,239.3,243.78,1.45%,,53.1943712,235.3702456
"Feb 21, 2015",243.75,255.32,243.18,244.53,0.31%,,53.51502753,236.4478637
"Feb 22, 2015",244.54,246.39,233.85,235.98,-3.56%,,49.36324177,236.392821
"Feb 23, 2015",236,240.11,232.42,238.89,1.23%,,50.76334256,236.6866067
"Feb 24, 2015",239,239.9,236.4,238.74,-0.06%,,50.68554599,236.9281824
"Feb 25, 2015",238.89,239.34,235.53,237.47,-0.53%,,49.98704839,236.9919256
"Feb 26, 2015",237.34,237.71,234.26,236.43,-0.44%,,49.38683417,236.9258167
"Feb 27, 2015",236.44,256.65,236.44,253.83,7.10%,,58.38917928,238.9145442
"Feb 28, 2015",253.52,254.69,249.48,254.26,0.17%,,58.5852223,240.7198919
"Mar 01, 2015",254.28,261.66,245.93,260.2,2.31%,,61.29780722,243.0116694
"Mar 02, 2015",260.36,276.3,258.31,275.67,5.78%,,67.30413924,246.8538259
"Mar 03, 2015",275.05,285.8,268.16,281.7,2.16%,,69.30385939,250.9533758
"Mar 04, 2015",281.99,284.23,268.13,273.09,-3.10%,,63.34630198,253.5576845
"Mar 05, 2015",272.74,281.67,264.77,276.18,1.13%,,64.52492298,256.2191334
"Mar 06, 2015",275.6,277.61,270.01,272.72,-1.26%,,62.11632439,258.1604118
"Mar 07, 2015",272.29,277.85,270.13,276.26,1.29%,,63.61289193,260.2897751
"Mar 08, 2015",276.43,277.86,272.56,274.35,-0.69%,,62.18548427,261.9439192
"Mar 09, 2015",274.81,292.7,273.89,289.61,5.41%,,68.30479252,265.1987523
"Mar 10, 2015",289.86,300.04,289.74,291.76,0.74%,,69.06436877,268.3236049
"Mar 11, 2015",291.52,297.39,290.51,296.38,1.57%,,70.68985731,271.6243573
"Mar 12, 2015",296.13,297.09,292.41,294.35,-0.69%,,68.97489445,274.2979623
"Mar 13, 2015",294.12,294.5,285.34,285.34,-3.11%,,61.80763424,275.5970256
"Mar 14, 2015",284.44,286.34,280.98,281.88,-1.22%,,59.26099707,276.336199
"Mar 15, 2015",281.43,286.53,281,286.39,1.59%,,61.48841384,277.5189992
"Mar 16, 2015",285.69,294.11,285.69,290.59,1.46%,,63.49037607,279.056764
"Mar 17, 2015",290.6,292.37,284.37,285.5,-1.77%,,59.45654838,279.8147917
"Mar 18, 2015",285.07,285.34,249.87,256.3,-10.79%,,42.69715945,277.0483456
"Mar 19, 2015",255.88,264.24,248.64,260.93,1.79%,,45.32864591,275.1520697
"Mar 20, 2015",260.96,264.85,259.16,261.75,0.31%,,45.80334134,273.5753556
"Mar 21, 2015",261.64,262.2,255.65,260.02,-0.66%,,44.91723636,271.9806079
"Mar 22, 2015",259.92,269.75,259.59,267.96,3.01%,,49.72455614,271.5075952
"Mar 23, 2015",267.89,277.3,261.75,266.74,-0.46%,,49.01668334,270.9467016
"Mar 24, 2015",266.58,267,244.16,245.59,-8.26%,,38.72454048,267.9635603
"Mar 25, 2015",247.47,249.19,236.51,246.2,0.25%,,39.12157606,265.4031414
"Mar 26, 2015",246.28,254.35,244.91,248.53,0.94%,,40.70207114,263.418066
"Mar 27, 2015",248.57,256.81,245.21,247.03,-0.61%,,39.98242516,261.4900582
"Mar 28, 2015",246.97,254.21,246.97,252.8,2.31%,,44.07834674,260.4676984
"Mar 29, 2015",252.74,253.14,240.85,242.71,-4.07%,,39.05851711,258.3785574
"Mar 30, 2015",242.88,249.24,239.21,247.53,1.97%,,42.43131668,257.1022565
"Mar 31, 2015",247.45,248.73,242.74,244.22,-1.35%,,40.76288632,255.586697
"Apr 01, 2015",244.22,247.54,241.16,247.27,1.24%,,42.98746837,254.608262
"Apr 02, 2015",247.09,254.46,245.42,253,2.29%,,47.01334541,254.4190547
"Apr 03, 2015",253.07,256.04,251.88,254.32,0.52%,,47.92560493,254.4074012
"Apr 04, 2015",254.29,255.26,251.1,253.7,-0.24%,,47.51183762,254.3241776
"Apr 05, 2015",253.76,260.68,251.94,260.6,2.68%,,52.43370576,255.0625096
"Apr 06, 2015",260.72,261.8,254.57,255.49,-1.98%,,48.78521444,255.1128026
"Apr 07, 2015",255.27,255.81,252.21,253.18,-0.91%,,47.18676561,254.8854141
"Apr 08, 2015",253.06,253.85,244.22,245.02,-3.28%,,41.95704728,253.7247771
"Apr 09, 2015",244.75,246.12,239.4,243.68,-0.55%,,41.15049509,252.5430386
"Apr 10, 2015",243.69,243.69,232.77,236.07,-3.17%,,36.82144217,250.6050341
"Apr 11, 2015",236.02,239.54,234.18,236.55,0.20%,,37.26970878,248.9515007
"Apr 12, 2015",236.53,237.73,233.5,236.15,-0.17%,,37.03389482,247.4454418
"Apr 13, 2015",235.95,236.94,222,224.59,-5.02%,,30.94092138,244.7565663
"Apr 14, 2015",224.76,224.98,216.32,219.16,-2.45%,,28.56369287,241.7452055
"Apr 15, 2015",219.07,223.83,218.65,223.83,2.11%,,33.30943176,239.6375343
"Apr 16, 2015",223.92,229.67,223.92,228.57,2.10%,,37.82436389,238.3354714
"Apr 17, 2015",228.57,228.91,221.94,222.88,-2.52%,,34.78039682,236.5171807
"Apr 18, 2015",222.85,224.32,220.88,223.36,0.22%,,35.25376222,234.9692771
"Apr 19, 2015",223.46,226.35,222.37,222.6,-0.34%,,34.82280012,233.514068
"Apr 20, 2015",222.61,226.35,221.98,224.63,0.91%,,37.03684896,232.4688835
"Apr 21, 2015",224.62,235.27,224.3,235.27,4.63%,,47.1672177,232.7984266
"Apr 22, 2015",235.6,237.91,233.48,234.18,-0.46%,,46.34458243,232.9609647
"Apr 23, 2015",234.05,236.47,233.2,236.46,0.97%,,48.37290844,233.3726159
"Apr 24, 2015",235.97,236.31,229.93,231.27,-2.22%,,44.27035386,233.1252493
"Apr 25, 2015",231.24,232.56,226.34,226.39,-2.13%,,40.76912347,232.332867
"Apr 26, 2015",226.41,226.94,214.87,219.43,-3.12%,,36.35317366,230.8148827
"Apr 27, 2015",219.43,233.31,218.02,229.29,4.40%,,45.37931723,230.6354847
"Apr 28, 2015",228.97,229.5,223.07,225.85,-1.51%,,43.08367384,230.0724865
"Apr 29, 2015",225.59,227.04,223.43,225.81,-0.02%,,43.05639849,229.5710175
"Apr 30, 2015",225.69,239.56,224.99,236.15,4.48%,,51.5884236,230.3450155
"May 01, 2015",235.94,238.97,232.08,232.08,-1.74%,,48.50754195,230.5491313
"May 02, 2015",232.34,235.73,232.34,234.93,1.22%,,50.72660861,231.0645276
"May 03, 2015",234.88,243.24,234.08,240.36,2.29%,,54.72956657,232.1581126
"May 04, 2015",240.36,242.64,237.81,239.02,-0.56%,,53.57291251,232.9653935
"May 05, 2015",238.85,239.2,232.05,236.12,-1.22%,,51.05799848,233.3365236
"May 06, 2015",236.25,236.45,229.23,229.78,-2.72%,,45.97652174,232.9181091
"May 07, 2015",229.66,239.1,228.57,237.33,3.23%,,52.09132755,233.4371551
"May 08, 2015",237.2,246.28,236.27,243.86,2.71%,,56.66047514,234.6633721
"May 09, 2015",243.77,247.8,239.64,241.83,-0.84%,,54.90732592,235.5065048
"May 10, 2015",241.73,244.07,238.85,240.3,-0.63%,,53.56215706,236.0704454
"May 11, 2015",240.3,244.27,239.38,242.16,0.77%,,55.0053152,236.7868636
"May 12, 2015",242.15,242.88,240.1,241.11,-0.43%,,53.985365,237.2954679
"May 13, 2015",241.4,243.7,235.04,236.38,-1.98%,,49.52985062,237.1877658
"May 14, 2015",236.21,237.8,234.06,236.93,0.23%,,50.04612105,237.1574404
"May 15, 2015",236.96,238.75,236.79,237.6,0.28%,,50.70760511,237.2095062
"May 16, 2015",237.64,237.7,235.29,236.15,-0.61%,,49.1895047,237.0848584
"May 17, 2015",236.01,238.03,236.01,236.8,0.27%,,49.91340531,237.0513457
"May 18, 2015",236.89,237.21,232.46,233.13,-1.56%,,45.93417711,236.5900109
"May 19, 2015",233.04,234.15,231.82,231.95,-0.51%,,44.70024249,236.0441273
"May 20, 2015",231.89,234.68,231.84,234.02,0.89%,,47.37111642,235.8059946
"May 21, 2015",234.02,236.24,233.84,235.34,0.56%,,49.06066883,235.7511717
"May 22, 2015",235.32,240.97,235.06,240.35,2.11%,,54.96951417,236.2922104
"May 23, 2015",240.29,241.03,238.69,238.87,-0.62%,,53.0131849,236.5954797
"May 24, 2015",238.98,241.98,238.81,240.95,0.87%,,55.41476679,237.1077762
"May 25, 2015",240.93,241.02,236.64,237.11,-1.61%,,50.30303398,237.1080379
"May 26, 2015",237.1,238.24,235.69,237.12,0.00%,,50.31588725,237.1094452
"May 27, 2015",237.06,238.64,236.69,237.28,0.07%,,50.53631936,237.1295104
"May 28, 2015",237.26,237.82,236.65,237.41,0.05%,,50.72759915,237.1625092
"May 29, 2015",237.38,237.52,235.73,237.1,-0.13%,,50.22878547,237.1551552
"May 30, 2015",237.09,237.09,232.05,233.34,-1.60%,,44.51164884,236.7063134
"May 31, 2015",233.13,233.25,229.54,230.19,-1.36%,,40.36637663,235.9396883
"Jun 01, 2015",230.23,231.71,221.3,222.93,-3.20%,,32.78759088,234.4091367
"Jun 02, 2015",222.89,226.42,222.42,225.8,1.28%,,37.76225401,233.3962971
"Jun 03, 2015",225.74,227.4,223.93,225.87,0.03%,,37.88301465,232.5108504
"Jun 04, 2015",225.77,226.58,224.05,224.32,-0.69%,,36.20772047,231.5472209
"Jun 05, 2015",224.15,225.97,223.18,224.95,0.28%,,37.41910453,230.7710773
"Jun 06, 2015",225,225.72,224.38,225.62,0.30%,,38.75118471,230.1650682
"Jun 07, 2015",225.6,226.19,222.65,222.88,-1.22%,,35.42981011,229.3080014
"Jun 08, 2015",222.88,229.46,222.84,228.49,2.49%,,45.6930657,229.2117659
"Jun 09, 2015",228.54,230.95,227.93,229.05,0.24%,,46.60541294,229.1927346
"Jun 10, 2015",229,229.78,228.01,228.8,-0.11%,,46.23200439,229.1465305
"Jun 11, 2015",228.85,230.29,228.77,229.71,0.40%,,47.86930157,229.2128211
"Jun 12, 2015",229.71,231.06,229.31,229.98,0.12%,,48.37164303,229.3030774
"Jun 13, 2015",229.92,232.65,229.21,232.4,1.05%,,52.7650851,229.6674212
"Jun 14, 2015",232.44,234.86,232,233.54,0.49%,,54.71986767,230.1230187
"Jun 15, 2015",233.42,237.84,233.42,236.82,1.39%,,59.86621522,230.9108989
"Jun 16, 2015",236.76,251.74,236.12,250.9,5.78%,,73.68997504,233.2625578
"Jun 17, 2015",250.82,256.85,246.48,249.28,-0.65%,,70.67370004,235.1469628
"Jun 18, 2015",249.43,252.11,244.13,249.01,-0.11%,,70.15826399,236.7779084
"Jun 19, 2015",249.04,250.98,243.79,244.61,-1.78%,,62.19735799,237.6993309
"Jun 20, 2015",244.53,245.83,240.63,245.21,0.24%,,62.81695859,238.582939
"Jun 21, 2015",245.1,245.22,241.88,243.94,-0.52%,,60.5545371,239.2131815
"Jun 22, 2015",243.97,247.92,243.78,246.99,1.24%,,63.91574345,240.1281013
"Jun 23, 2015",246.93,247.3,243.13,244.3,-1.10%,,59.13006414,240.6189129
"Jun 24, 2015",244.28,244.34,240.51,240.51,-1.56%,,53.09775585,240.6060996
"Jun 25, 2015",240.37,243.33,240.37,242.8,0.95%,,56.01744483,240.8642056
"Jun 26, 2015",242.6,243.75,241.55,243.59,0.32%,,57.01163662,241.1848873
"Jun 27, 2015",243.55,251.34,243.12,250.99,2.99%,,64.99385064,242.3384299
"Jun 28, 2015",250.96,251.17,247.43,249.01,-0.79%,,61.69299547,243.1233205
"Jun 29, 2015",248.72,257.17,248.58,257.06,3.18%,,68.66160754,244.7629299
"Jun 30, 2015",257.04,267.87,255.95,263.07,2.31%,,72.66035713,246.9167028
"Jul 01, 2015",263.35,265.17,255.77,258.62,-1.71%,,65.95018398,248.2935613
"Jul 02, 2015",258.55,261.63,254.12,255.41,-1.25%,,61.53557572,249.1307894
"Jul 03, 2015",255.46,257.08,253.5,256.34,0.36%,,62.32247851,249.9789318
"Jul 04, 2015",256.49,261.46,254.2,260.89,1.76%,,65.98854389,251.2625869
"Jul 05, 2015",260.81,274.51,258.7,271.91,4.14%,,72.87306187,253.6916943
"Jul 06, 2015",271.11,277.42,267.6,269.03,-1.06%,,68.94527086,255.4962009
"Jul 07, 2015",269.96,271.34,264.83,266.21,-1.05%,,65.2374428,256.7566478
"Jul 08, 2015",265.98,272.97,264.39,270.79,1.71%,,68.22616654,258.4076304
"Jul 09, 2015",270.83,272.33,267.09,269.23,-0.58%,,66.14031162,259.6808504
"Jul 10, 2015",269.16,294.59,268.8,284.89,5.65%,,74.55135151,262.6466327
"Jul 11, 2015",284.88,298.51,283.53,293.12,2.85%,,77.68820356,266.2317347
"Jul 12, 2015",293.14,314.39,292.5,310.87,5.88%,,82.65420399,271.4832954
"Jul 13, 2015",310.83,310.95,281.01,292.05,-6.24%,,65.90492769,273.9029077
"Jul 14, 2015",292.03,296.15,286.64,287.46,-1.58%,,62.57445466,275.4978597
"Jul 15, 2015",288.05,293.25,285.37,285.83,-0.57%,,61.38805366,276.7134056
"Jul 16, 2015",286.04,291.18,275.24,278.09,-2.75%,,55.96220946,276.8753579
"Jul 17, 2015",278.09,280.28,272.04,279.47,0.50%,,56.69710098,277.1806099
"Jul 18, 2015",279.33,282.53,274.07,274.9,-1.65%,,53.51236345,276.9123029
"Jul 19, 2015",274.77,275.67,272.51,273.61,-0.47%,,52.61395886,276.5237966
"Jul 20, 2015",273.5,278.98,272.96,278.98,1.94%,,55.93078286,276.8127617
"Jul 21, 2015",278.88,280.55,275.42,275.83,-1.14%,,53.56239441,276.6971427
"Jul 22, 2015",275.66,277.67,274.38,277.22,0.50%,,54.47842142,276.7586553
"Jul 23, 2015",277.34,278.11,275.72,276.05,-0.42%,,53.52139997,276.6752841
"Jul 24, 2015",276,289.25,275.25,288.28,4.34%,,61.19516175,278.0405448
"Jul 25, 2015",288.16,290.73,286,288.7,0.15%,,61.43066934,279.2945984
"Jul 26, 2015",288.64,293.05,287.71,292.69,1.37%,,63.68546794,280.870528
"Jul 27, 2015",292.64,297.77,287.45,293.62,0.32%,,64.21065515,282.3704659
"Jul 28, 2015",293.63,296.65,293.42,294.43,0.28%,,64.68964088,283.7892346
"Jul 29, 2015",294.48,294.54,288.78,289.59,-1.66%,,59.5602003,284.4716776
"Jul 30, 2015",289.1,290.13,286.57,287.72,-0.65%,,57.65791724,284.8538331
"Jul 31, 2015",287.7,288.96,282.34,284.65,-1.07%,,54.57612645,284.8298528
"Aug 01, 2015",284.69,284.93,278.11,281.6,-1.08%,,51.6239547,284.4498701
"Aug 02, 2015",280.45,283.03,277.53,282.61,0.36%,,52.53949504,284.2334148
"Aug 03, 2015",282.81,285.47,280.23,281.23,-0.49%,,51.11603054,283.8800719
"Aug 04, 2015",281.23,285.71,281.23,285.22,1.41%,,54.91908028,284.0377105
"Aug 05, 2015",284.85,285.5,281.49,281.88,-1.18%,,51.31985356,283.7838622
"Aug 06, 2015",281.91,281.91,278.4,278.58,-1.18%,,47.97445292,283.1716431
"Aug 07, 2015",278.74,280.39,276.37,279.58,0.36%,,49.05815068,282.7490969
"Aug 08, 2015",279.74,279.93,260.71,261,-6.88%,,34.62615984,280.1903796
"Aug 09, 2015",261.12,267,260.47,265.08,1.55%,,38.87831888,278.4126879
"Aug 10, 2015",265.48,267.03,262.6,264.47,-0.23%,,38.47537669,276.7723716
"Aug 11, 2015",264.34,270.39,264.09,270.39,2.21%,,44.4884334,276.0215044
"Aug 12, 2015",270.6,270.67,265.47,266.38,-1.49%,,41.52774925,274.8872098
"Aug 13, 2015",266.18,266.23,262.84,264.08,-0.87%,,39.88808002,273.6157733
"Aug 14, 2015",264.13,267.47,261.48,265.68,0.60%,,41.61509174,272.6821529
"Aug 15, 2015",265.53,266.67,261.3,261.55,-1.57%,,38.53735584,271.3724879
"Aug 16, 2015",261.87,262.44,257.04,258.51,-1.17%,,36.40319006,269.859254
"Aug 17, 2015",258.49,260.5,257.12,257.98,-0.21%,,36.02857922,268.4616947
"Aug 18, 2015",257.93,257.99,211.08,211.08,-20.06%,,18.19010378,261.7109071
"Aug 19, 2015",225.67,237.41,222.77,226.68,7.13%,,30.51391124,257.5896239
"Aug 20, 2015",226.9,237.37,226.9,235.35,3.75%,,36.26070365,254.9731976
"Aug 21, 2015",235.35,236.43,231.72,232.57,-1.19%,,35.25389907,252.3375273
"Aug 22, 2015",232.66,234.96,222.7,230.39,-0.94%,,34.44620533,249.7554652
"Aug 23, 2015",230.38,232.71,225.58,228.17,-0.97%,,33.60192838,247.2159987
"Aug 24, 2015",228.11,228.14,210.44,210.5,-8.06%,,27.76805206,242.8964695
"Aug 25, 2015",210.07,226.32,199.57,221.61,5.14%,,35.36631199,240.3921789
"Aug 26, 2015",222.08,231.18,220.2,225.83,1.89%,,38.03274191,238.6789814
"Aug 27, 2015",226.05,228.64,223.68,224.77,-0.47%,,37.61299525,237.0426307
"Aug 28, 2015",224.7,235.22,220.93,231.4,2.91%,,41.92991917,236.3787918
"Aug 29, 2015",231.55,233.22,227.33,229.78,-0.70%,,41.1801046,235.6024633
"Aug 30, 2015",229.9,232.07,226.25,228.76,-0.44%,,40.68675729,234.7974676
"Aug 31, 2015",229.11,231.96,225.91,230.06,0.57%,,41.64629407,234.2401185
"Sep 01, 2015",230.26,231.22,226.86,228.12,-0.85%,,40.59097803,233.5201046
"Sep 02, 2015",228.03,230.58,226.47,229.28,0.51%,,41.54480638,233.0212687
"Sep 03, 2015",229.32,229.6,226.67,227.18,-0.92%,,40.28386487,232.3340606
"Sep 04, 2015",227.22,230.9,227.05,230.3,1.36%,,43.04950511,232.0947594
"Sep 05, 2015",230.2,236.14,229.44,235.02,2.03%,,47.0451067,232.4389053
"Sep 06, 2015",234.87,242.91,234.68,239.84,2.03%,,50.83827013,233.3096224
"Sep 07, 2015",239.93,242.11,238.72,239.85,0.00%,,50.8461368,234.0790786
"Sep 08, 2015",239.85,245.78,239.68,243.61,1.56%,,53.83721736,235.2003634
"Sep 09, 2015",243.41,244.42,237.82,238.17,-2.26%,,49.17482307,235.5497324
"Sep 10, 2015",238.34,241.29,235.79,238.48,0.13%,,49.44351261,235.8944698
"Sep 11, 2015",238.33,241.17,238.33,240.11,0.68%,,50.91294443,236.3904145
"Sep 12, 2015",239.85,240.12,234.75,235.23,-2.05%,,46.55064794,236.2538952
"Sep 13, 2015",235.24,235.94,229.33,230.51,-2.03%,,42.73653836,235.5781428
"Sep 14, 2015",230.61,232.44,227.96,230.64,0.06%,,42.87536631,234.9971848
"Sep 15, 2015",230.49,259.18,229.82,230.3,-0.15%,,42.58458135,234.4445748
"Sep 16, 2015",230.25,231.22,227.4,229.09,-0.53%,,41.50572595,233.8146249
"Sep 17, 2015",229.08,230.28,228.93,229.81,0.31%,,42.44018877,233.3434925
"Sep 18, 2015",233.52,234.35,232.19,232.97,1.37%,,46.4812368,233.2995522
"Sep 19, 2015",232.86,233.21,231.09,231.49,-0.64%,,44.89159596,233.0866637
"Sep 20, 2015",231.4,232.37,230.91,231.21,-0.12%,,44.58095998,232.8658798
"Sep 21, 2015",231.22,231.22,226.52,227.09,-1.80%,,40.17567729,232.1863645
"Sep 22, 2015",226.97,232.39,225.12,230.62,1.54%,,45.17451483,232.0020863
"Sep 23, 2015",230.94,231.84,229.59,230.28,-0.15%,,44.78634148,231.7994879
"Sep 24, 2015",230.36,235.65,230.29,234.53,1.83%,,50.51083467,232.1207246
"Sep 25, 2015",234.36,237.43,233.68,235.14,0.26%,,51.2914221,232.4759335
"Sep 26, 2015",235.08,235.4,233.36,234.34,-0.34%,,50.17370365,232.6952354
"Sep 27, 2015",234.14,234.53,232.48,232.76,-0.68%,,47.9512173,232.7028548
"Sep 28, 2015",232.84,239.34,232.47,239.14,2.70%,,56.35777342,233.460166
"Sep 29, 2015",239.02,239.8,235.93,236.69,-1.03%,,52.82910476,233.8401465
"Sep 30, 2015",236.64,237.73,235.63,236.06,-0.27%,,51.9287288,234.1013057
"Oct 01, 2015",236,238.44,235.62,237.55,0.63%,,53.92864602,234.5070345
"Oct 02, 2015",237.26,238.54,236.6,237.29,-0.11%,,53.51030008,234.8344422
"Oct 03, 2015",237.2,239.31,236.94,238.73,0.61%,,55.56620615,235.2927431
"Oct 04, 2015",238.53,238.97,237.94,238.26,-0.20%,,54.71569792,235.6418321
"Oct 05, 2015",238.15,240.38,237.03,240.38,0.89%,,57.84964525,236.1992636
"Oct 06, 2015",240.36,246.94,240.14,246.06,2.34%,,64.86542407,237.3593503
"Oct 07, 2015",246.17,246.68,242.59,242.97,-1.26%,,59.10210781,238.0194267
"Oct 08, 2015",243.07,244.25,242.18,242.3,-0.28%,,57.90082586,238.5230236
"Oct 09, 2015",242.5,244.23,242.12,243.93,0.67%,,60.02935977,239.1591384
"Oct 10, 2015",243.74,245.32,243.07,244.94,0.41%,,61.33389519,239.8392398
"Oct 11, 2015",244.74,247.24,244.15,247.05,0.86%,,63.97884916,240.6875645
"Oct 12, 2015",246.88,247.45,245.18,245.31,-0.71%,,60.31478591,241.2313805
"Oct 13, 2015",245.2,250.24,243.76,249.51,1.70%,,65.45721811,242.2053357
"Oct 14, 2015",249.49,254.28,248.9,251.99,0.99%,,68.08685915,243.3564727
"Oct 15, 2015",252.11,255.96,252.05,254.32,0.92%,,70.36915587,244.6462994
"Oct 16, 2015",254.3,266.13,253.93,262.87,3.31%,,76.89812558,246.7902642
"Oct 17, 2015",262.75,273.58,262.37,270.64,2.91%,,80.99620642,249.5961155
"Oct 18, 2015",270.91,271.67,260.78,261.64,-3.38%,,66.32082503,251.0130431
"Oct 19, 2015",261.86,264.82,260.95,263.44,0.69%,,67.58577974,252.475038
"Oct 20, 2015",263.57,270.83,263.23,269.46,2.26%,,71.44816998,254.4732688
"Oct 21, 2015",269.31,270.77,263.84,266.27,-1.19%,,66.89912839,255.8611195
"Oct 22, 2015",266.5,276.51,266.13,274.02,2.87%,,71.62573186,257.9974584
"Oct 23, 2015",273.65,278.68,273.54,276.5,0.90%,,72.95651432,260.174228
"Oct 24, 2015",276.5,281.71,276.5,281.65,1.85%,,75.52375948,262.7007894
"Oct 25, 2015",281.44,294.06,281.44,283.68,0.72%,,76.47188388,265.1689319
"Oct 26, 2015",283.63,285.3,280.51,285.3,0.57%,,77.22991818,267.5372928
"Oct 27, 2015",285.18,296.21,285.01,293.79,2.93%,,80.7332927,270.6258466
"Oct 28, 2015",293.7,306.33,293.7,304.62,3.62%,,84.09500767,274.6251588
"Oct 29, 2015",304.32,318.17,301.82,313.86,2.99%,,86.29255439,279.2410224
"Oct 30, 2015",313.94,334.17,313.94,328.01,4.41%,,88.83633953,284.9785492
"Oct 31, 2015",328.51,332.78,309.25,314.17,-4.31%,,74.3105792,288.4128375
"Nov 01, 2015",315,327.47,311.88,325.43,3.52%,,77.52974408,292.7677978
"Nov 02, 2015",325.94,365.36,323.21,361.19,10.43%,,84.27092405,300.8174687
"Nov 03, 2015",361.87,417.9,357.65,403.42,11.06%,,88.6147957,312.8883547
"Nov 04, 2015",403.66,495.56,380.55,411.56,2.00%,,89.23209126,324.4967836
"Nov 05, 2015",408.08,447.56,374.58,386.35,-6.32%,,75.56686438,331.7736326
"Nov 06, 2015",388.05,395.84,354.02,374.47,-3.12%,,70.11744611,336.7967346
"Nov 07, 2015",374.27,390.59,372.43,386.48,3.16%,,72.29276616,342.6418247
"Nov 08, 2015",384.28,389.89,368.7,373.37,-3.45%,,66.59395064,346.2569041
"Nov 09, 2015",374.32,385.28,362.89,380.26,1.83%,,68.02073848,350.2572683
"Nov 10, 2015",379.98,381.39,329.11,336.82,-12.13%,,52.72948497,348.6764132
"Nov 11, 2015",339.82,340.58,301,311.08,-7.95%,,46.11431621,344.2533058
"Nov 12, 2015",314.08,345.08,313.36,338.15,8.34%,,52.81819761,343.5352698
"Nov 13, 2015",338.5,340.91,326.07,336.75,-0.41%,,52.45473305,342.7370028
"Nov 14, 2015",336.62,338.18,329.97,332.91,-1.15%,,51.40974385,341.5808848
"Nov 15, 2015",333.05,334.66,317.49,320.17,-3.90%,,47.99362065,339.0619572
