Date,Open,High,Low,Close,Change,order,RSI,EMA
"Mar 08, 2014",629.66,635.14,604.46,617.45,-1.88%,,46.56076816,622.8139251
"Mar 09, 2014",616.31,643.95,612.35,636.96,3.11%,,49.7598628,624.4781692
"Mar 10, 2014",636.33,644.76,615.02,627.79,-1.45%,,48.29641078,624.8677963
"Mar 11, 2014",627.95,638.42,618.84,634.11,1.00%,,49.40093249,625.9551144
"Mar 12, 2014",631.91,648.03,629.51,632.1,-0.32%,,49.04210449,626.6780421
"Mar 13, 2014",633.62,644.2,630.85,638.14,0.95%,,50.2124063,628.0265078
"Mar 14, 2014",638.14,639.53,627.21,628.8,-1.47%,,48.36274604,628.1175069
"Mar 15, 2014",629.37,639.14,627.3,636.12,1.16%,,49.91977291,629.0589766
"Mar 16, 2014",636.5,637.52,628.11,631.11,-0.79%,,48.83442157,629.3002735
"Mar 17, 2014",630.92,632.68,616.86,622.37,-1.39%,,46.9179806,628.4849472
"Mar 18, 2014",621.84,622.39,603.8,614.83,-1.22%,,45.26753637,626.8784828
"Mar 19, 2014",613.9,622,609.1,609.89,-0.81%,,44.17120688,624.8798378
"Mar 20, 2014",609.75,609.75,587.49,588.77,-3.52%,,39.7398924,620.6316216
"Mar 21, 2014",588.29,604.59,561.81,571.49,-2.98%,,36.51237975,614.8502543
"Mar 22, 2014",571.18,572.55,554.39,565.04,-1.14%,,35.35804912,608.9902244
"Mar 23, 2014",565.76,570.24,560.88,561.27,-0.67%,,34.6681477,603.3760804
"Mar 24, 2014",562.51,586.56,551.77,583.41,3.87%,,41.84459909,601.0271297
"Mar 25, 2014",585.03,585.44,572.61,583.92,0.09%,,42.00264026,599.0145262
"Mar 26, 2014",583.48,590.03,570.96,580.83,-0.53%,,41.2708335,596.8751702
"Mar 27, 2014",580.26,580.56,471.24,471.24,-20.91%,,24.78055515,582.0945619
"Mar 28, 2014",477.14,526.02,473.23,495.67,5.05%,,31.3642868,571.9269664
"Mar 29, 2014",501.71,504.86,489.73,491.17,-0.91%,,30.82901377,562.4261468
"Mar 30, 2014",492.37,492.37,444.18,460.27,-6.50%,,27.37428911,550.4077766
"Mar 31, 2014",462.3,483.02,443.37,457,-0.71%,,27.02909822,539.4186264
"Apr 01, 2014",457,495.34,457,478.38,4.57%,,32.97978285,532.2376116
"Apr 02, 2014",479.14,495.05,431.27,437.14,-9.02%,,28.20231645,521.0496573
"Apr 03, 2014",436.44,449.56,414.89,444.72,1.72%,,30.20364246,512.0696976
"Apr 04, 2014",445.66,454.65,429.09,447.53,0.63%,,30.97180955,504.476792
"Apr 05, 2014",446.68,463.57,444.2,461.91,3.16%,,34.91922556,499.4689341
"Apr 06, 2014",463.4,466.32,452.97,460.5,-0.31%,,34.70963037,494.8843536
"Apr 07, 2014",461.47,462.56,445.12,449.42,-2.44%,,33.03177711,489.5356061
"Apr 08, 2014",447.61,457.42,446.11,453.09,0.81%,,34.16694214,485.2478878
"Apr 09, 2014",453.18,455.73,441.93,442.73,-2.31%,,32.49256752,480.2457833
"Apr 10, 2014",442.26,443.37,358.73,365.18,-19.26%,,23.2913103,466.7086323
"Apr 11, 2014",363.71,429.77,351.27,420.95,14.21%,,37.0886582,461.3252638
"Apr 12, 2014",420.89,439.61,415.79,421.12,0.04%,,37.12578236,456.5952328
"Apr 13, 2014",421.46,427.4,395.25,414.06,-1.69%,,36.17116224,451.5910878
"Apr 14, 2014",414.83,469.75,407.37,458.79,10.26%,,45.6980169,452.4380186
"Apr 15, 2014",458.37,519,453.54,515.59,11.67%,,54.90284828,459.8676635
"Apr 16, 2014",522.18,542.38,502.78,527.39,2.26%,,56.55063843,467.8114678
"Apr 17, 2014",529.07,533.52,484.87,495.96,-6.14%,,51.18588169,471.1230598
"Apr 18, 2014",495.8,498.6,472.74,479.64,-3.35%,,48.60733619,472.1250528
"Apr 19, 2014",479.58,503.56,470.56,501.56,4.47%,,52.09781506,475.5879877
"Apr 20, 2014",501.75,510.87,490.84,498.17,-0.68%,,51.51509201,478.2446951
"Apr 21, 2014",497.74,510.57,493.2,495.77,-0.48%,,51.07949438,480.3064956
"Apr 22, 2014",495.45,503.22,487.58,487.92,-1.60%,,49.60210746,481.202202
"Apr 23, 2014",488.36,493.25,485.82,491.3,0.69%,,50.26907686,482.3901783
"Apr 24, 2014",490.82,500.46,482.95,500.46,1.85%,,52.11845264,484.5160396
"Apr 25, 2014",500.09,500.3,442.95,461.45,-8.12%,,44.52457511,481.8023879
"Apr 26, 2014",461.7,464.54,449.1,458.6,-0.62%,,44.0199427,479.0726952
"Apr 27, 2014",457.24,459.33,436.39,436.39,-4.96%,,40.19652096,474.0512017
"Apr 28, 2014",430.72,447.53,422.94,440.29,0.89%,,41.16291581,470.0792956
"Apr 29, 2014",439.98,451.64,435.18,447.21,1.56%,,42.92528967,467.3887902
"Apr 30, 2014",446.89,451.1,436.7,447.64,0.10%,,43.03946388,465.0654031
"May 01, 2014",447.63,460.61,447.63,457.76,2.24%,,45.78809047,464.2059439
"May 02, 2014",457.36,457.93,443.4,449.38,-1.85%,,43.89903447,462.4617152
"May 03, 2014",449.4,449.4,430.68,437.76,-2.62%,,41.35144313,459.5556311
"May 04, 2014",438.52,439.77,430.05,436.4,-0.31%,,41.05116909,456.8314392
"May 05, 2014",434.78,440.97,427.62,433.48,-0.67%,,40.37329361,454.0842111
"May 06, 2014",433.36,448.04,423.25,428.96,-1.05%,,39.29169668,451.1284215
"May 07, 2014",429.34,446.13,428.45,438.82,2.27%,,42.88617349,449.6803719
"May 08, 2014",438.68,448.4,438.14,440.17,0.31%,,43.38047885,448.5615047
"May 09, 2014",440.18,452.69,440.14,449.46,2.09%,,46.79310421,448.66721
"May 10, 2014",450.46,455.77,448.47,454.43,1.10%,,48.5787305,449.3451853
"May 11, 2014",453.92,455.34,433.4,438.89,-3.48%,,43.64641817,448.1151635
"May 12, 2014",438.3,442.26,434.23,441.46,0.58%,,44.64736159,447.3322031
"May 13, 2014",441.53,441.98,436.97,440.67,-0.18%,,44.38637611,446.5484145
"May 14, 2014",440.59,446.66,440.5,443.97,0.75%,,45.81132922,446.2450716
"May 15, 2014",444.14,449.8,443.63,447.25,0.74%,,47.25784065,446.3632985
"May 16, 2014",447.39,450.66,444.96,448.06,0.18%,,47.62962824,446.5629104
"May 17, 2014",448.12,451.98,447.3,448.9,0.19%,,48.03869668,446.8378621
"May 18, 2014",448.7,449.77,444.78,446.26,-0.59%,,46.80138714,446.7698783
"May 19, 2014",446.08,447.56,443.1,446.18,-0.02%,,46.76208178,446.7004809
"May 20, 2014",446.31,491.44,446.01,485.72,8.49%,,63.20851377,451.2910126
"May 21, 2014",485.8,494.37,483.49,491.77,1.24%,,64.99063895,456.0532464
"May 22, 2014",492.05,525.36,490.19,524.58,6.46%,,72.71067332,464.1152174
"May 23, 2014",525.72,541.96,520.08,520.22,-0.83%,,70.48631475,470.71578
"May 24, 2014",521.05,525.17,516.28,525.14,0.94%,,71.54420509,477.1186295
"May 25, 2014",525.23,576.48,525.23,571.59,8.48%,,79.14466249,488.2329083
"May 26, 2014",571.39,588.39,565.33,583.42,2.05%,,80.56819033,499.4313897
"May 27, 2014",582.59,589.52,554.43,571.24,-2.11%,,74.89959519,507.8794615
"May 28, 2014",571.91,578.62,564.09,577.06,1.01%,,75.7766104,516.0183484
"May 29, 2014",576.33,577.1,561.6,568.18,-1.55%,,71.66234701,522.1550133
"May 30, 2014",568.18,618.46,568.16,615.33,7.97%,,78.37585224,533.1167764
"May 31, 2014",615.69,624.72,604.47,623.68,1.35%,,79.31065844,543.7712733
"Jun 01, 2014",623.69,671.51,619.91,630.23,1.04%,,80.03959777,553.9428882
"Jun 02, 2014",629.64,665.5,618.75,660.62,4.71%,,83.02748964,566.4931367
"Jun 03, 2014",660.55,674.11,650.78,667.61,1.05%,,83.63431125,578.3892382
"Jun 04, 2014",666.77,668.56,624.09,641.61,-3.97%,,73.15696095,585.8269749
"Jun 05, 2014",641.07,663.53,640.09,659.26,2.71%,,75.40911068,594.4661543
"Jun 06, 2014",659.28,661.37,652.3,653.7,-0.85%,,73.32214408,601.4348421
"Jun 07, 2014",653.52,656.94,644.91,654.97,0.19%,,73.50253291,607.7330959
"Jun 08, 2014",654.99,658.88,653.47,656.14,0.18%,,73.67910668,613.4280258
"Jun 09, 2014",655.64,657.7,644.39,649.16,-1.07%,,70.65418621,617.6317875
"Jun 10, 2014",650.04,659.62,646.56,653.15,0.61%,,71.37758543,621.8104007
"Jun 11, 2014",653.19,657.04,632.55,633.02,-3.13%,,62.94691882,623.1291771
"Jun 12, 2014",633.43,638.11,573.27,586.95,-7.56%,,48.75405776,618.8728033
"Jun 13, 2014",585.7,615.14,585.7,600.16,2.23%,,52.08980188,616.6712971
"Jun 14, 2014",600.75,601.27,549.82,577.36,-3.87%,,46.46767199,612.0464386
"Jun 15, 2014",575.93,592.94,554.89,592.94,2.66%,,50.40669494,609.7986223
"Jun 16, 2014",592.65,608.72,587.07,592.19,-0.13%,,50.21514343,607.7270197
"Jun 17, 2014",591.59,610.89,590.4,610.86,3.10%,,54.81802988,608.0956056
"Jun 18, 2014",609.77,615.88,604.4,607.96,-0.48%,,53.98313941,608.079652
"Jun 19, 2014",608.07,612.24,597.02,598.07,-1.64%,,51.12351023,606.9020459
"Jun 20, 2014",597.4,599.75,587.76,594.15,-0.66%,,49.99309992,605.4018052
"Jun 21, 2014",593.68,599.46,587.74,594.99,0.14%,,50.24697079,604.1768869
"Jun 22, 2014",595.9,606,594.63,602.27,1.22%,,52.49775496,603.9525473
"Jun 23, 2014",602.16,603.21,586.34,593.98,-1.39%,,49.73836148,602.7793064
"Jun 24, 2014",593.97,596.97,582.36,582.36,-1.98%,,46.08206726,600.3770351
"Jun 25, 2014",581.81,583.6,565.63,566.34,-2.79%,,41.54750209,596.372678
"Jun 26, 2014",566.14,581.63,564.73,581.14,2.58%,,46.75977846,594.5805982
"Jun 27, 2014",581.3,600.12,579.88,597.26,2.74%,,51.80115354,594.895822
"Jun 28, 2014",599.08,604.47,595.92,596.55,-0.12%,,51.56953126,595.0904312
"Jun 29, 2014",596.33,604.08,596.16,602.72,1.03%,,53.51474625,595.9880275
"Jun 30, 2014",602.62,645.15,599.88,639.8,5.97%,,63.10544863,601.1423772
"Jul 01, 2014",641.39,657.86,640.11,640.81,0.16%,,63.32739259,605.8091564
"Jul 02, 2014",641.04,656.68,638.34,650.88,1.56%,,65.55240666,611.1116085
"Jul 03, 2014",650.77,650.77,641.3,645.16,-0.88%,,63.20653527,615.1173017
"Jul 04, 2014",644.65,648.43,629.4,630.69,-2.27%,,57.59175157,616.9493838
"Jul 05, 2014",629.95,633.22,628,631.46,0.12%,,57.806546,618.6565151
"Jul 06, 2014",631.77,638.65,631.16,635.81,0.69%,,59.06785187,620.6745722
"Jul 07, 2014",635.46,637.16,617.01,624.09,-1.86%,,54.35346106,621.0763872
"Jul 08, 2014",622.57,626.7,620.91,624.82,0.12%,,54.59653774,621.5168122
"Jul 09, 2014",625.22,627,622.6,624.51,-0.05%,,54.46389982,621.868952
"Jul 10, 2014",624.83,626.12,612.35,616.76,-1.25%,,51.12025378,621.2678988
"Jul 11, 2014",616.66,632.09,615.77,632,2.44%,,56.74400174,622.5304989
"Jul 12, 2014",631.88,636.66,626.98,633.71,0.27%,,57.33712217,623.8457344
"Jul 13, 2014",634.22,634.73,624.91,626.5,-1.14%,,53.97646058,624.1580009
"Jul 14, 2014",626.56,627.34,617.32,619.32,-1.15%,,50.78424817,623.5888243
"Jul 15, 2014",620,625.14,619.63,621.59,0.37%,,51.75569608,623.3536685
"Jul 16, 2014",622.01,623.09,615.33,616.8,-0.77%,,49.53386053,622.5826487
"Jul 17, 2014",616.54,626.29,608.4,623.09,1.01%,,52.42226079,622.6423371
"Jul 18, 2014",622.37,629.21,620.47,628.78,0.91%,,54.93497563,623.3644151
"Jul 19, 2014",629.17,629.17,624.6,628.51,-0.04%,,54.78711451,623.969778
"Jul 20, 2014",628.56,628.56,622.77,623.9,-0.74%,,52.20350664,623.9615688
"Jul 21, 2014",623.95,624.09,619.11,622.21,-0.27%,,51.24937735,623.7555019
"Jul 22, 2014",622.27,624.3,620.96,621.55,-0.11%,,50.85843524,623.4960311
"Jul 23, 2014",621.12,624.43,618.29,619.41,-0.34%,,49.53888889,623.0153216
"Jul 24, 2014",619.5,620.43,595.57,601.73,-2.90%,,40.24796763,620.5111661
"Jul 25, 2014",601.51,607.07,597.23,601.09,-0.11%,,39.9558383,618.226323
"Jul 26, 2014",601.54,602.09,593.96,595.81,-0.88%,,37.53531168,615.5891085
"Jul 27, 2014",595.67,598.94,593.43,593.85,-0.33%,,36.64777948,613.0315664
"Jul 28, 2014",594.14,594.57,575.18,585.69,-1.38%,,33.1350077,609.8149115
"Jul 29, 2014",585.55,588.38,581.7,584.73,-0.16%,,32.73743851,606.8637454
"Jul 30, 2014",584.74,585.12,564.9,567.29,-3.03%,,26.51364685,602.2080107
"Jul 31, 2014",567.37,586.24,564.51,586.24,3.29%,,39.88664374,600.3294212
"Aug 01, 2014",586.2,597.92,583.63,594.92,1.47%,,44.83834599,599.6930187
"Aug 02, 2014",594.9,594.91,586.15,589.33,-0.94%,,42.41518812,598.47384
"Aug 03, 2014",588.89,589.15,581.65,586.67,-0.45%,,41.27219349,597.085153
"Aug 04, 2014",586.23,591.95,583.74,588.78,0.36%,,42.59369567,596.1080761
"Aug 05, 2014",589.01,589.87,584.1,585.44,-0.57%,,41.02018249,594.8530084
"Aug 06, 2014",585.95,587.49,583.1,584.65,-0.14%,,40.63778032,593.6526544
"Aug 07, 2014",584.65,591.1,584.05,588.87,0.72%,,43.65923142,593.0899892
"Aug 08, 2014",588.88,598.12,588.79,592.58,0.63%,,46.24943906,593.0299905
"Aug 09, 2014",592.47,592.47,587.63,589.37,-0.54%,,44.34959784,592.5994034
"Aug 10, 2014",589.17,594.46,587.94,591.06,0.29%,,45.61621858,592.4182971
"Aug 11, 2014",591.28,591.51,574.05,576.37,-2.52%,,37.60431456,590.5302621
"Aug 12, 2014",576.51,576.95,566.6,569.64,-1.17%,,34.60556401,588.0725842
"Aug 13, 2014",570.38,573.03,532.67,546.66,-4.12%,,26.75882306,583.2005155
"Aug 14, 2014",546.18,546.24,498.73,505.97,-7.73%,,18.68136986,574.1145725
"Aug 15, 2014",511.14,518.18,487.93,497.01,-1.79%,,17.43342562,565.0434463
"Aug 16, 2014",497.83,521.48,487.74,519.71,4.47%,,30.1620253,559.7100997
"Aug 17, 2014",519.14,520.19,483.63,491.8,-5.52%,,25.04892691,551.7206762
"Aug 18, 2014",491.51,499.37,443.85,461.46,-6.37%,,20.90099966,541.1017731
"Aug 19, 2014",461.48,485.71,455.54,485.25,5.03%,,30.60466541,534.5309763
"Aug 20, 2014",485.07,518.28,467.51,511.98,5.36%,,39.5743175,531.8779203
"Aug 21, 2014",510.45,531.9,510.45,517.24,1.02%,,41.18534281,530.155812
"Aug 22, 2014",517.58,521.48,501.27,514.04,-0.62%,,40.47828996,528.2598341
"Aug 23, 2014",513.39,514.3,492.11,498.07,-3.16%,,37.05895262,524.7080889
"Aug 24, 2014",498.29,512.89,497.35,508.29,2.03%,,40.52161104,522.776549
"Aug 25, 2014",508.22,508.22,499.23,502.5,-1.15%,,39.20566857,520.3910727
"Aug 26, 2014",502.54,512.69,502.54,511.57,1.79%,,42.3633088,519.3532994
"Aug 27, 2014",512.19,520.71,510.92,511.15,-0.08%,,42.25386462,518.3882054
"Aug 28, 2014",510.88,516.16,506.88,507.81,-0.66%,,41.3392312,517.1437106
"Aug 29, 2014",508.43,511.69,503.82,508.52,0.14%,,41.6284844,516.1291564
"Aug 30, 2014",508.59,509.31,501.64,504.25,-0.84%,,40.3401686,514.7316086
"Aug 31, 2014",502.9,504.88,474.81,477.76,-5.40%,,33.42844089,510.3820076
"Sep 01, 2014",477.79,485.31,471.91,474.88,-0.60%,,32.77103398,506.2053008
"Sep 02, 2014",474.48,482.99,472.32,477.43,0.54%,,34.00851465,502.8199713
"Sep 03, 2014",476.87,481.71,476.21,477.59,0.03%,,34.09049213,499.8517394
"Sep 04, 2014",477.68,493.93,477.09,489.66,2.50%,,40.13235408,498.6527112
"Sep 05, 2014",489.67,490.64,481.61,483.34,-1.30%,,38.15982422,496.8512158
"Sep 06, 2014",483.34,488.6,483,484.83,0.31%,,38.92202165,495.4369551
"Sep 07, 2014",485.13,488.07,482.28,482.28,-0.53%,,38.0575005,493.889078
"Sep 08, 2014",481.81,489.83,468.79,474.6,-1.61%,,35.50000781,491.6197747
"Sep 09, 2014",474.88,477.38,467.78,475.26,0.14%,,35.89867322,489.6950954
"Sep 10, 2014",475.48,487.47,475.14,479.36,0.86%,,38.44400194,488.4792018
"Sep 11, 2014",479.62,482.35,474.61,479.75,0.08%,,38.69337509,487.4522369
"Sep 12, 2014",479.58,479.63,473.01,477.75,-0.42%,,37.84662252,486.3107972
"Sep 13, 2014",477.79,482.12,475.1,479,0.26%,,38.74881481,485.4507034
"Sep 14, 2014",479.12,479.85,476.12,477.89,-0.23%,,38.21829292,484.5612089
"Sep 15, 2014",477.76,478.62,474.02,475.37,-0.53%,,36.98041198,483.4798902
"Sep 16, 2014",474.86,475.64,465.13,466.06,-1.98%,,32.75887677,481.4304914
"Sep 17, 2014",465.86,468.17,452.42,457.33,-1.89%,,29.37282472,478.5951395
"Sep 18, 2014",456.86,456.86,413.1,424.44,-7.46%,,20.69424683,472.2239466
"Sep 19, 2014",424.1,427.83,384.53,394.8,-7.24%,,16.08258282,463.115247
"Sep 20, 2014",394.67,423.3,389.88,408.9,3.51%,,24.68134942,456.7369826
"Sep 21, 2014",408.08,412.43,393.18,398.82,-2.50%,,22.87665884,449.92322
"Sep 22, 2014",399.1,406.92,397.13,402.15,0.83%,,24.83205568,444.3028411
"Sep 23, 2014",402.09,441.56,396.2,435.79,8.03%,,41.0832209,443.3013304
"Sep 24, 2014",435.75,436.11,421.13,423.2,-2.93%,,37.79026303,440.936468
"Sep 25, 2014",423.16,423.52,409.47,411.57,-2.79%,,34.99950455,437.4815894
"Sep 26, 2014",411.43,414.94,400.01,404.43,-1.75%,,33.37019264,433.5931671
"Sep 27, 2014",403.56,406.62,397.37,399.52,-1.22%,,32.25807991,429.5845592
"Sep 28, 2014",399.47,401.02,374.33,377.18,-5.75%,,27.72989023,423.419317
"Sep 29, 2014",376.93,385.21,372.24,375.47,-0.45%,,27.41268864,417.7782209
"Sep 30, 2014",376.09,390.98,373.44,386.94,3.01%,,32.95281587,414.1501949
"Oct 01, 2014",387.43,391.38,380.78,383.62,-0.86%,,32.18704389,410.5584072
"Oct 02, 2014",383.99,385.5,372.95,375.07,-2.25%,,30.23820618,406.3833005
"Oct 03, 2014",375.18,377.69,357.86,359.51,-4.24%,,27.03061724,400.8687946
"Oct 04, 2014",359.89,364.49,325.89,328.87,-8.91%,,22.06670565,392.3983482
"Oct 05, 2014",328.92,341.8,289.3,320.51,-2.57%,,20.93695205,383.9408954
"Oct 06, 2014",320.39,345.13,302.56,330.08,2.94%,,25.63080679,377.6043195
"Oct 07, 2014",330.58,339.25,320.48,336.19,1.83%,,28.54747887,372.7320466
"Oct 08, 2014",336.12,354.36,327.19,352.94,4.86%,,35.96211433,370.4035705
"Oct 09, 2014",352.75,382.73,347.69,365.03,3.37%,,40.74197862,369.7713858
"Oct 10, 2014",364.69,375.07,352.96,361.56,-0.96%,,39.82321713,368.8053404
"Oct 11, 2014",361.36,367.19,355.95,362.3,0.20%,,40.13326814,368.0400062
"Oct 12, 2014",362.61,379.43,356.14,378.55,4.39%,,46.63550666,369.2764761
"Oct 13, 2014",377.92,397.23,368.9,390.41,3.08%,,50.83279561,371.762773
"Oct 14, 2014",391.69,411.7,391.32,400.87,2.64%,,54.25050009,375.1871527
"Oct 15, 2014",400.95,402.23,388.77,394.77,-1.53%,,51.98121904,377.4910171
"Oct 16, 2014",394.52,398.81,373.07,382.56,-3.14%,,47.68181889,378.087368
"Oct 17, 2014",382.76,385.48,375.39,383.76,0.31%,,48.13584309,378.7547365
"Oct 18, 2014",383.98,395.16,378.97,391.44,1.98%,,51.06288778,380.2471204
"Oct 19, 2014",391.25,393.94,386.46,389.55,-0.48%,,50.31039041,381.3415768
"Oct 20, 2014",389.23,390.08,378.25,382.85,-1.73%,,47.63070211,381.5190384
"Oct 21, 2014",382.42,392.65,380.83,386.48,0.94%,,49.20914411,382.1026809
"Oct 22, 2014",386.12,388.58,382.25,383.16,-0.86%,,47.79038537,382.2270714
"Oct 23, 2014",382.96,385.05,356.45,358.42,-6.67%,,38.81071023,379.4262395
"Oct 24, 2014",358.59,364.35,353.31,358.35,-0.02%,,38.7885024,376.9466819
"Oct 25, 2014",358.61,359.86,342.88,347.27,-3.14%,,35.34132398,373.4553075
"Oct 26, 2014",347.49,359.22,343.93,354.7,2.12%,,39.24080236,371.2488008
"Oct 27, 2014",354.78,358.63,349.81,352.99,-0.48%,,38.66288473,369.1007066
"Oct 28, 2014",353.21,359.98,352.68,357.62,1.30%,,41.18845924,367.7500352
"Oct 29, 2014",357.09,357.83,335.34,335.59,-6.36%,,34.01231416,363.9665017
"Oct 30, 2014",335.71,350.91,335.07,345.31,2.86%,,39.05744864,361.7716191
"Oct 31, 2014",345.01,348.05,337.14,338.32,-2.05%,,36.87408205,359.0126051
"Nov 01, 2014",338.65,340.53,321.06,325.75,-3.79%,,33.27206823,355.0993574
"Nov 02, 2014",326.07,329.05,320.63,325.89,0.04%,,33.35015919,351.6629624
"Nov 03, 2014",325.57,334,325.48,327.55,0.51%,,34.33148891,348.8261433
"Nov 04, 2014",327.16,331.77,325.08,330.49,0.89%,,36.1252676,346.66895
"Nov 05, 2014",330.68,343.37,330.68,339.49,2.69%,,41.40210337,345.8243676
"Nov 06, 2014",339.46,352.97,338.42,349.29,2.85%,,46.57742725,346.2320891
"Nov 07, 2014",349.82,352.73,341.78,342.42,-1.99%,,43.66594772,345.783608
"Nov 08, 2014",342.15,347.03,342.15,345.49,0.89%,,45.31109136,345.7490659
"Nov 09, 2014",345.38,363.63,344.25,363.26,5.02%,,53.73344922,347.8091758
"Nov 10, 2014",362.26,374.82,357.56,366.92,1.00%,,55.26169193,350.0575081
"Nov 11, 2014",365.86,371.31,363.74,367.69,0.21%,,55.59401541,352.1319189
"Nov 12, 2014",367.99,429.72,367.99,423.56,14.15%,,71.90269436,360.5352225
"Nov 13, 2014",427.27,457.09,401.12,420.74,-0.67%,,70.49537385,367.6181375
"Nov 14, 2014",418.42,419.25,384.79,397.82,-5.60%,,60.18475894,371.1712978
"Nov 15, 2014",399.65,405.53,371.01,376.13,-5.61%,,52.37750386,371.7546746
"Nov 16, 2014",374.73,390.8,374.6,387.88,3.08%,,55.72796315,373.6517717
"Nov 17, 2014",388.35,410.2,377.5,387.41,-0.12%,,55.55958108,375.2703868
"Nov 18, 2014",387.79,392.4,371.12,375.2,-3.20%,,51.22904735,375.262106
"Nov 19, 2014",373.9,386.48,373.9,380.56,1.42%,,52.96230184,375.8853876
"Nov 20, 2014",380.31,382.02,356.78,357.84,-6.16%,,45.56958036,373.7624008
"Nov 21, 2014",357.88,357.88,344.11,350.85,-1.97%,,43.55524629,371.0668243
"Nov 22, 2014",351.6,364.84,350.88,352.92,0.59%,,44.33990048,368.9319038
"Nov 23, 2014",353.18,370.85,353.18,367.57,4.07%,,49.67220102,368.7716798
"Nov 24, 2014",366.95,387.21,366.67,376.9,2.51%,,52.77511845,369.7279528
"Nov 25, 2014",376.89,394.7,374.78,375.35,-0.41%,,52.19933131,370.3893701
"Nov 26, 2014",376.02,377.7,365.82,368.37,-1.88%,,49.57623239,370.1517971
"Nov 27, 2014",370.5,373.99,368.28,369.67,0.35%,,50.07938791,370.0951151
"Nov 28, 2014",369.37,382.84,358.45,376.45,1.82%,,52.72871387,370.8427486
"Nov 29, 2014",376.15,387.6,372.14,375.49,-0.26%,,52.30543312,371.3894841
"Nov 30, 2014",375.51,382.53,373.31,378.05,0.68%,,53.38017796,372.1730742
"Dec 01, 2014",378.25,383.66,376.67,379.25,0.32%,,53.90452726,373.0056537
"Dec 02, 2014",379.25,384.04,377.86,381.31,0.54%,,54.84347465,373.9826356
"Dec 03, 2014",381.72,383.03,374.35,375.01,-1.67%,,51.3954849,374.103502
"Dec 04, 2014",375.72,378.65,367.76,369.6,-1.45%,,48.57149049,373.5736782
"Dec 05, 2014",369.44,379.19,365.76,376.85,1.94%,,52.35005381,373.9591279
"Dec 06, 2014",376.76,378.45,370.94,374.79,-0.55%,,51.19899348,374.0568775
"Dec 07, 2014",374.84,376.29,373.27,375.1,0.08%,,51.37227175,374.1795978
"Dec 08, 2014",374.96,376.03,361.89,361.91,-3.58%,,44.18366343,372.7361157
"Dec 09, 2014",361.89,363.07,344.95,352.22,-2.71%,,39.7797227,370.3224551
"Dec 10, 2014",352.2,352.38,346.37,346.37,-1.67%,,37.35875544,367.5045192
"Dec 11, 2014",344.34,361.36,338.76,350.51,1.19%,,40.13543739,365.505164
"Dec 12, 2014",350.83,352.98,349.29,352.54,0.58%,,41.5046395,363.9798506
"Dec 13, 2014",352.38,352.38,346.59,347.38,-1.47%,,39.05918667,362.026927
"Dec 14, 2014",346.73,353.32,345.42,351.63,1.22%,,42.08589721,360.8037591
"Dec 15, 2014",351.36,351.81,344.93,345.35,-1.80%,,39.00328282,358.9856698
"Dec 16, 2014",345.67,345.86,327.06,327.06,-5.44%,,31.71689857,355.2297086
"Dec 17, 2014",326.86,333.95,315.15,319.78,-2.25%,,29.36537761,351.0591547
"Dec 18, 2014",319.79,323.71,304.23,311.4,-2.66%,,26.893626,346.3933718
"Dec 19, 2014",311.18,318.53,306.77,317.84,2.05%,,31.65469477,343.0341516
"Dec 20, 2014",317.62,330.32,316.04,329.96,3.74%,,39.62391122,341.4960161
"Dec 21, 2014",329.54,329.63,318.9,320.84,-2.80%,,36.20309648,339.0658965
"Dec 22, 2014",321.07,334.12,320.43,331.89,3.39%,,42.66210799,338.2216734
"Dec 23, 2014",332.02,336.29,329.6,334.57,0.80%,,44.13927707,337.7920648
"Dec 24, 2014",334.38,334.74,321.36,322.53,-3.66%,,39.2473978,335.9965278
"Dec 25, 2014",322.29,322.67,316.96,319.01,-1.10%,,37.9240733,333.9981127
"Dec 26, 2014",319.15,331.42,316.63,327.92,2.75%,,43.14936488,333.2830406
"Dec 27, 2014",327.58,328.91,312.63,315.86,-3.75%,,38.4335949,331.2332711
"Dec 28, 2014",316.16,320.03,311.08,317.24,0.44%,,39.25173661,329.587004
"Dec 29, 2014",317.7,320.27,312.31,312.67,-1.45%,,37.47568291,327.5967682
"Dec 30, 2014",312.72,314.81,309.37,310.74,-0.62%,,36.72002374,325.613619
"Dec 31, 2014",310.91,320.19,310.21,320.19,3.00%,,42.80164192,324.9755462
"Jan 01, 2015",320.44,320.44,314,314.25,-1.87%,,40.18719484,323.7137172
"Jan 02, 2015",314.08,315.84,313.56,315.03,0.25%,,40.69943205,322.6921034
"Jan 03, 2015",314.85,315.15,281.08,281.08,-11.40%,,29.041417,317.7965618
"Jan 04, 2015",281.15,287.23,257.61,264.19,-6.20%,,25.17753369,311.4899075
"Jan 05, 2015",265.08,278.34,265.08,274.47,3.82%,,31.17922821,307.1346243
"Jan 06, 2015",274.61,287.55,272.7,286.19,4.18%,,37.34925808,304.6705508
"Jan 07, 2015",286.08,298.75,283.08,294.34,2.81%,,41.29099069,303.4551919
"Jan 08, 2015",294.13,294.13,282.18,283.35,-3.81%,,37.83422056,301.0898752
"Jan 09, 2015",282.38,291.11,280.53,290.41,2.46%,,41.23757069,299.8334193
"Jan 10, 2015",287.3,288.13,273.97,274.8,-5.53%,,36.48186312,296.8883112
